Date,ABBV,dayofweek,weekly_ret
2013-01-18,26.97158244838865,4,-0.004094118194400864
2013-01-25,27.17394158787281,4,0.10251107828655814
2013-02-01,26.87040287864657,4,0.007502679528403222
2013-02-08,26.19828145107419,4,-0.011170212765957532
2013-02-15,27.159487363623942,4,-0.02501344809037087
2013-02-22,27.79547323057416,4,0.03668965517241363
2013-03-01,27.32571094248593,4,0.023416711016498226
2013-03-08,26.986036672637525,4,-0.01690067602704115
2013-03-15,27.824381679071887,4,-0.012430573922242671
2013-03-22,28.164055948920304,4,0.031065881092661618
2013-04-05,29.855200186037926,4,0.012207792207792334
2013-04-12,31.429974534411176,4,0.06004618937644368
2013-04-19,30.919392446360863,4,0.05274707047885441
2013-04-26,33.43583273746596,4,-0.01624506846136009
2013-05-03,32.5897252772683,4,0.08138711960368017
2013-05-10,32.83042826163488,4,-0.02530541012216414
2013-05-17,34.405938704761546,4,0.007385854968666283
2013-05-24,33.144071544294356,4,0.047989335703177094
2013-05-31,31.13821334123957,4,-0.036675853296586736
2013-06-07,32.09373124887657,4,-0.06051936619718312
2013-06-14,31.517502892362646,4,0.030686343405949668
2013-06-21,31.087155132434532,4,-0.017954545454545667
2013-06-28,30.153519314285408,4,-0.013654246702152206
2013-07-05,31.160095430727445,4,-0.030032848427967718
2013-07-12,33.159829181143465,4,0.03338171262699552
2013-07-19,32.769713543718254,4,0.06417611123373046
2013-07-26,32.96845169863298,4,-0.011764705882352788
2013-08-02,33.358567336058194,4,0.006064690026954089
2013-08-09,32.90956631939899,4,0.011832998437151021
2013-08-16,31.650891338272338,4,-0.013459841129743744
2013-08-23,31.967400251655068,4,-0.0382464772981439
2013-08-30,31.36382511450661,4,0.010000000000000231
2013-09-06,32.30599118225054,4,-0.01888095786322841
2013-09-13,33.042058422675474,4,0.03003989673785523
2013-09-20,35.21345678192905,4,0.022784233310549018
2013-09-27,32.62986076803751,4,0.06571619514368465
2013-10-04,34.4479468518871,4,-0.07336956521739135
2013-10-11,33.89570305889578,4,0.055718475073313734
2013-10-18,35.88563699532165,4,-0.016031254209888157
2013-10-25,36.60587427828175,4,0.05870755750273826
2013-11-01,36.353419972914295,4,0.020070349679288224
2013-11-08,35.66288319646801,4,-0.006896551724137834
2013-11-15,35.96731338823465,4,-0.01899509803921562
2013-11-22,36.338569719657386,4,0.008536331459504387
2013-11-29,35.97473851486311,4,0.010322047894302244
2013-12-06,38.128025237114976,4,-0.010012259910093801
2013-12-13,38.885388153217356,4,0.059855521155830704
2013-12-20,39.04874093904336,4,0.01986368062317423
2013-12-27,39.01904043252954,4,0.004200878365476557
2014-01-03,38.83341226681817,4,-0.0007606008746909865
2014-01-10,37.79389453883452,4,-0.004757373929590969
2014-01-17,37.468559851488784,4,-0.0267686424474185
2014-01-24,35.76952607476326,4,-0.008608128146503802
2014-01-31,36.84732723709135,4,-0.045345585297642876
2014-02-07,36.59284640709721,4,0.030131826741996326
2014-02-14,37.9700367811831,4,-0.0069063579118425755
2014-02-21,38.2020634202954,4,0.03763550828390261
2014-02-28,38.1047619264741,4,0.006110782574413776
2014-03-07,38.51642209264109,4,-0.002547021943574146
2014-03-14,38.329303835292464,4,0.010803378511098582
2014-03-21,40.01336815143009,4,-0.004858142246405128
2014-03-28,38.15715503853172,4,0.04393673110720564
2014-04-04,39.07029213439302,4,-0.04638982416760218
2014-04-11,35.08841561801427,4,0.023930953315025816
2014-04-25,37.11245681164918,4,-0.10191570881226064
2014-05-02,38.65314488441606,4,0.0576840292724925
2014-05-09,39.468803275880866,4,0.04151404151404159
2014-05-16,39.974813574289605,4,0.021101992966002125
2014-05-23,40.74515761067305,4,0.012820512820512997
2014-05-30,41.032148526188436,4,0.01927073493293041
2014-06-06,41.613682749732796,4,0.007043558850787557
2014-06-13,40.90375785345787,4,0.014172648628750117
2014-06-20,40.254252097291435,4,-0.01705989110707784
2014-06-27,42.89003708452497,4,-0.015878877400295588
2014-07-11,41.82514974011257,4,0.06547842401500947
2014-07-18,41.787099203595,4,-0.024828314844162702
2014-07-25,40.4705506400871,4,-0.0009097525473071855
2014-08-01,39.937843128841116,4,-0.03150610089236916
2014-08-08,40.19658677716059,4,-0.013162843174125749
2014-08-15,41.01847836594009,4,0.006478658536585469
2014-08-22,42.007792315396905,4,0.020446800454373193
2014-08-29,42.068673173825026,4,0.024118738404452778
2014-09-05,42.57094025585693,4,0.0014492753623189802
2014-09-12,44.04730107273864,4,0.011939218523878026
2014-09-19,44.94529373455328,4,0.034680014301037065
2014-09-26,45.04422512949896,4,0.020387007601935014
2014-10-03,44.663719764323275,4,0.002201151371486576
2014-10-10,42.15238435416367,4,-0.008447372867038117
2014-10-17,40.9254639436368,4,-0.05622763673538944
2014-10-24,46.231894719165496,4,-0.02910678551937429
2014-10-31,48.662730782521855,4,0.12966085816001494
2014-11-07,47.159753279626436,4,0.052579200530768144
2014-11-14,49.076816421074675,4,-0.03088559722659956
2014-11-21,51.65334928318109,4,0.04065040650406515
2014-11-28,53.064307755287,4,0.05249999999999999
2014-12-05,53.45538863614242,4,0.027315914489311366
2014-12-12,50.05068449693037,4,0.0073699421965316425
2014-12-19,51.92173812298385,4,-0.06369244010902297
2014-12-26,51.36195568568097,4,0.03738317757009346
2015-01-02,50.52611615600954,4,-0.010781273076355014
2015-01-09,50.44176537778581,4,-0.016273514481934814
2015-01-16,49.87346306308573,4,-0.0016694490818031094
2015-01-23,48.24295474168642,4,-0.011266503272511552
2015-01-30,46.63562900305584,4,-0.03269290362565869
2015-02-06,43.96963198465413,4,-0.03331731539324023
2015-02-13,44.8582976574547,4,-0.05716652858326454
2015-02-20,47.369744124065,4,0.020210896309314608
2015-02-27,46.751541916899384,4,0.05598621877691645
2015-03-06,42.9959635083683,4,-0.013050570962479746
2015-03-13,44.819660019506856,4,-0.08033057851239656
2015-03-20,46.674266641003676,4,0.04241552839683682
2015-03-27,44.54919655387189,4,0.041379310344827225
2015-04-10,47.9106710553349,4,-0.04552980132450324
2015-04-17,48.53589243339439,4,0.07545533391153514
2015-04-24,51.48123957415904,4,0.013049731182795954
2015-05-01,50.117652934916144,4,0.060683897896933514
2015-05-08,50.83450991097526,4,-0.02648705917965788
2015-05-15,51.4189041849365,4,0.014303482587064487
2015-05-22,51.02151607864286,4,0.011496014714898806
2015-05-29,51.88641960410551,4,-0.007728443703591381
2015-06-05,52.51756541998365,4,0.016951740989615383
2015-06-12,52.244848092135065,4,0.01216398858687473
2015-06-19,54.1382855397695,4,-0.005192878338278972
2015-06-26,54.9018940577455,4,0.03624161073825527
2015-07-10,53.943487448449076,4,0.014104778353482672
2015-07-17,54.93546081811275,4,-0.01745671302866858
2015-07-24,53.436293363296436,4,0.018389121960489696
2015-07-31,54.95115890664488,4,-0.02728961280182851
2015-08-07,53.860141753663356,4,0.028349001175087984
2015-08-14,53.88368888646153,4,-0.019854306527638865
2015-08-21,51.72520171329664,4,0.000437190323520964
2015-08-28,50.21818521421424,4,-0.0400582665695558
2015-09-04,46.91373757820546,4,-0.029135053110774134
2015-09-11,46.58407771903119,4,-0.06580181306658317
2015-09-18,48.05184899678329,4,-0.007026936590262656
2015-09-25,43.75057273898565,4,0.03150800336983939
2015-10-02,43.81336509311408,4,-0.08951323097027086
2015-10-09,43.67208229632511,4,0.0014352350197344155
2015-10-16,44.79126117820397,4,-0.00322465066284483
2015-10-23,39.88664581126459,4,0.02562687243271289
2015-10-30,47.184142988891665,4,-0.10949938085972066
2015-11-06,50.813082953444535,4,0.1829558998808105
2015-11-13,47.429769929723854,4,0.07691015952980673
2015-11-20,48.420201142756845,4,-0.06658350226103205
2015-11-27,47.54069822558355,4,0.020882058135649917
2015-12-04,45.30628540898111,4,-0.01816396661757491
2015-12-11,42.81832220184224,4,-0.04700000000000015
2015-12-18,44.165308651567116,4,-0.054914305701294075
2016-01-08,44.093997604228726,4,0.031458179126573116
2016-01-15,45.9390560037105,4,-0.0016146393972016337
2016-01-22,47.132798477472775,4,0.041843754246152276
2016-01-29,43.98420255674409,4,0.02598535054063489
2016-02-05,42.558120943793185,4,-0.06680265170831234
2016-02-12,42.125489443235054,4,-0.032422586520947205
2016-02-19,43.49548919500249,4,-0.010165662650602258
2016-02-26,44.865488946769936,4,0.0325218714340052
2016-03-04,44.985664363591646,4,0.03149751335420903
2016-03-11,46.251512087446926,4,0.00267857142857153
2016-03-18,45.322155530692406,4,0.028138913624220496
2016-04-01,46.00314955934874,4,-0.020093538887926532
2016-04-08,46.84437747710068,4,0.015025631960403185
2016-04-15,48.137739796050155,4,0.01828631138975978
2016-04-22,49.68274203114437,4,0.027609766392598933
2016-04-29,49.3430033197624,4,0.03209544614350568
2016-05-06,50.56444487734995,4,-0.006838163464669478
2016-05-13,50.151905013528996,4,0.02475409836065534
2016-05-20,48.283342100928145,4,-0.008158694608862316
2016-05-27,50.72622521610328,4,-0.03725806451612923
2016-06-03,52.578610094828775,4,0.0505947394873516
2016-06-10,49.3430033197624,4,0.03651730186573099
2016-06-17,48.54219064293346,4,-0.06153846153846132
2016-06-24,48.420855388868475,4,-0.01622950819672153
2016-07-01,50.72622521610328,4,-0.0024995834027661257
2016-07-08,51.899132672064844,4,0.047611092549281864
2016-07-15,51.67040719452401,4,0.02312230904162016
2016-07-22,52.070257155441844,4,-0.004407115606075429
2016-07-29,54.04502635017886,4,0.007738471257106916
2016-08-05,54.297992651984025,4,0.03792509011126777
2016-08-12,54.828405865446435,4,0.00468065831194342
2016-08-19,54.754964035890104,4,0.009768560264502346
2016-08-26,52.723073418164816,4,-0.001339485042416877
2016-09-02,52.323223457246996,4,-0.03710879284649793
2016-09-09,51.70304800766016,4,-0.007583965330444031
2016-09-16,51.62960617810383,4,-0.011852776044915858
2016-09-23,53.02500093967421,4,-0.0014204545454544748
2016-09-30,51.466402112423076,4,0.027027027027027195
2016-10-07,51.35215926644656,4,-0.02939365958756568
2016-10-14,49.55717184166035,4,-0.002219755826858849
2016-10-21,50.22430345528415,4,-0.03495446833058602
2016-10-28,47.44047030213788,4,0.013461858068804844
2016-11-04,46.15562423145497,4,-0.055428009183338456
2016-11-11,51.970376320571184,4,-0.02708333333333357
2016-11-18,49.84543858828793,4,0.12598144182726645
2016-11-25,49.837202395527136,4,-0.0408874801901743
2016-12-02,48.94769357736205,4,-0.00016523463317918985
2016-12-09,50.685530249888274,4,-0.01784828953891915
2016-12-16,51.24559135762185,4,0.03550395423186914
2016-12-23,51.34442567075129,4,0.011049723756906049
2016-12-30,51.57503906805336,4,0.0019286403085823078
2017-01-06,52.53867362106554,4,0.004491498235482894
2017-01-13,51.59060350559968,4,0.018684126477163998
2017-01-20,50.89152128355251,4,-0.01804518557708179
2017-01-27,49.934444431940314,4,-0.013550572673011962
2017-02-03,50.49204572809699,4,-0.018806214227309992
2017-02-10,50.2839855429639,4,0.011166666666666769
2017-02-17,51.40751054268256,4,-0.004120652711389616
2017-02-24,51.67382757965291,4,0.022343594836147007
2017-03-03,52.71412850531835,4,0.005180508337380596
2017-03-10,54.82801998627047,4,0.02013206635529108
2017-03-17,54.669894245569324,4,0.04010104199557896
2017-03-24,54.61163739373207,4,-0.0028840315725561227
2017-03-31,54.228806653087176,4,-0.0010656112041405041
2017-04-07,54.54505813448948,4,-0.007010057909174305
2017-04-21,53.64325047085325,4,0.00583179864947847
2017-04-28,55.42519486129839,4,-0.01653326065603733
2017-05-05,56.30776165845282,4,0.03321842682544651
2017-05-12,55.52605963811604,4,0.015923566878980777
2017-05-19,55.12260053084544,4,-0.013882669055082841
2017-05-26,55.52605963811604,4,-0.0072661217075385975
2017-06-02,56.52630200822439,4,0.007319304666056681
2017-06-09,58.56040834071366,4,0.018013926733272623
2017-06-16,59.72035327411663,4,0.035985130111524155
2017-06-23,61.05681156695049,4,0.019807664705038253
2017-06-30,60.94754139206471,4,0.02237860661505997
2017-07-07,60.5440822847941,4,-0.0017896475770925457
2017-07-14,61.999015996474846,4,-0.0066197765825404264
2017-07-21,63.28801208886497,4,0.02403098134078352
2017-07-28,59.734792597342185,4,0.020790589522637015
2017-08-04,60.201205657088614,4,-0.05614364196703758
2017-08-11,59.89591710889096,4,0.007808063600227122
2017-08-18,59.32774119974529,4,-0.005071136779827956
2017-08-25,61.46476103712894,4,-0.009486054084667073
2017-09-01,63.95795084740983,4,0.03602058319039503
2017-09-08,72.37034639774534,4,0.040562913907284726
2017-09-15,74.09183460008217,4,0.13153009811720984
2017-09-22,74.18511721203144,4,0.023787204124678052
2017-09-29,75.35538998012248,4,0.0012590133913241708
2017-10-06,76.73766868446188,4,0.01577503429355298
2017-10-13,77.42859561326952,4,0.01834346162502798
2017-10-20,82.06560095329436,4,0.009003751881604183
2017-10-27,78.50458580266756,4,0.05988750413587729
2017-11-03,78.82909078042252,4,-0.04339229968782499
2017-11-10,81.4934474398843,4,0.0041335798977482074
2017-11-17,79.93923938853159,4,0.033799155021124294
2017-11-24,80.88713550776319,4,-0.01907157078486854
2017-12-01,82.25347225620513,4,0.011857707509881354
2017-12-08,81.93750688312794,4,0.016891891891891886
2017-12-15,83.21844758479226,4,-0.003841362126245751
2017-12-22,83.8674575403022,4,0.015633142261594513
2017-12-29,82.58651683863786,4,0.007798871216008418
2018-01-05,86.34394289685322,4,-0.015273393748091002
2018-01-12,86.29924051374857,4,0.045496846241340094
2018-01-19,89.99753365914542,4,-0.0005177245977526779
2018-01-26,105.96899963821964,4,0.04285429539565477
2018-02-02,99.05405152450092,4,0.17746559633027492
2018-02-09,95.72558769364376,4,-0.06525444363282185
2018-02-16,102.00408535908491,4,-0.03360250065121129
2018-02-23,102.13309558508713,4,0.06558849955076385
2018-03-02,98.94224266196565,4,0.001264755480607116
2018-03-09,102.5975323986951,4,-0.031242105263158182
2018-03-16,97.7983519914127,4,0.03694367176634228
2018-03-23,83.82224417450604,4,-0.046776762511526404
2018-04-06,77.21692060319259,4,-0.14290739600738722
2018-04-13,79.80312655421636,4,-0.07880155961420099
2018-04-20,80.472280506593,4,0.0334927361881463
2018-04-27,85.79944119239663,4,0.00838505934879663
2018-05-04,87.05084598645162,4,0.06619870410367179
2018-05-11,90.53566072545205,4,0.01458523245214205
2018-05-18,92.09991671802081,4,0.04003194569232327
2018-05-25,87.84166429380583,4,0.017277788443079256
2018-06-01,85.20850003964844,4,-0.04623513870541618
2018-06-08,87.27679407426712,4,-0.029976256430549797
2018-06-15,86.52942732226204,4,0.02427332993370701
2018-06-22,81.24571819180754,4,-0.008563178333167443
2018-06-29,80.51573206194216,4,-0.06106256904690177
2018-07-06,84.22649488875805,4,-0.008984918173066125
2018-07-13,84.81764600509342,4,0.04608742579600644
2018-07-20,78.04136299609705,4,0.007018588593958874
2018-07-27,79.48966182574006,4,-0.07989237296905705
2018-08-03,84.72987031844839,4,0.018558092453042407
2018-08-10,84.08910780593966,4,0.06592314487632489
2018-08-17,86.7311559739551,4,-0.007562415829275859
2018-08-24,85.49351879226019,4,0.03141962421711897
2018-08-31,84.24710404190073,4,-0.01426981074789968
2018-09-07,82.65836411362567,4,-0.01457905544147875
2018-09-14,83.98377698196563,4,-0.01885809543654926
2018-09-21,80.98184849870556,4,0.016034830625464513
2018-09-28,83.01824442887029,4,-0.035744147157190764
2018-10-05,82.84269305558024,4,0.025146325601560937
2018-10-12,80.44641681017087,4,-0.0021146119687035503
2018-10-19,78.0336452397258,4,-0.02892561983471098
2018-10-26,71.66463793244795,4,-0.02999228139816945
2018-11-02,70.57356843551875,4,-0.08161873365920225
2018-11-09,78.76102490434528,4,-0.015224656516895418
2018-11-16,81.1915374422201,4,0.11601307189542487
2018-11-23,75.95795205044583,4,0.030859331005743673
2018-11-30,83.62204998009494,4,-0.06445973997596421
2018-12-07,77.13772638452376,4,0.10089921756393827
2018-12-14,75.9402110830161,4,-0.07754322690145343
2018-12-21,75.32814770668995,4,-0.015524379024838941
2018-12-28,80.82784760991035,4,-0.008059806097418631
2019-01-04,79.00939844836168,4,0.0730098916627413
2019-01-11,78.33524168603144,4,-0.022497805092185907
2019-01-18,80.39304948518784,4,-0.008532614797350346
2019-01-25,72.34476207303943,4,0.02626924682768106
2019-02-01,72.3088322185209,4,-0.10011173184357536
2019-02-08,71.56328773726163,4,-0.0004966476285076515
2019-02-15,72.62321844555795,4,-0.010310559006211029
2019-02-22,71.87767396429867,4,0.014811095770051352
2019-03-01,71.94953367333571,4,-0.010265924551638883
2019-03-08,69.68595283866897,4,0.000999750062484317
2019-03-15,73.06335916340983,4,-0.03146067415730336
2019-03-22,71.6441299099283,4,0.0484660995101831
2019-03-29,72.38967439118758,4,-0.01942463732480948
2019-04-05,74.95865898926174,4,0.010406218655967914
2019-04-12,73.52146480852096,4,0.035488273979401797
2019-04-26,72.53850885416092,4,-0.019173157579388644
2019-05-03,71.63746589599754,4,-0.013369645951968545
2019-05-10,70.4906839492442,4,-0.012421580928482223
2019-05-17,72.32007419763646,4,-0.016008131114216395
2019-05-24,72.8661608389476,4,0.025952227243382753
2019-05-31,69.81717709162714,4,0.007550969041027145
2019-06-07,70.47248106120051,4,-0.041843617287034895
2019-06-14,71.61926300795386,4,0.009385999217833563
2019-06-21,71.70117600415054,4,0.016272762495156856
2019-06-28,66.18570092690818,4,0.001143728555089707
2019-07-05,66.43143991549817,4,-0.07692307692307698
2019-07-12,64.93880309591445,4,0.003712871287128605
2019-07-19,63.331041038616625,4,-0.022468831346759588
2019-07-26,62.61032011637967,4,-0.024758110415480927
2019-08-02,60.38347726690393,4,-0.011380215932302318
2019-08-09,60.59599753884561,4,-0.03556670602125167
2019-08-16,59.53339617913728,4,0.003519510328997999
2019-08-23,60.95635799996408,4,-0.01753583409576087
2019-08-30,60.743837728022406,4,0.023901909048579695
2019-09-06,62.480959950849964,4,-0.003486433227224528
2019-09-13,65.15132336785612,4,0.028597505324003958
2019-09-20,66.88844559068365,4,0.04273883466430051
2019-09-27,69.16148849927711,4,0.026662884697205902
2019-10-04,68.98592827462966,4,0.03398259428097794
2019-10-11,69.02288832192386,4,-0.0025384101536405357
2019-10-18,71.67581204800078,4,0.0005357621216179886
2019-10-25,71.74143206949385,4,0.03843542034496794
2019-11-01,76.63481081511986,4,0.0009155113784986568
2019-11-08,79.87831473463442,4,0.06820854566836543
2019-11-15,83.08432149901007,4,0.04232415902140674
2019-11-22,80.66575499255123,4,0.04013613425654272
2019-11-29,82.2406355083849,4,-0.029109782240776427
2019-12-06,81.53756384953059,4,0.01952353282975028
2019-12-13,82.34375268501687,4,-0.008548957027242676
2019-12-20,83.70302455880187,4,0.009887330420786489
2019-12-27,83.61865595973934,4,0.01650728597449924
2020-01-03,83.14994152050312,4,-0.0010079516183224557
2020-01-10,83.4874159167532,4,-0.005605381165919465
2020-01-17,83.59739906907105,4,0.0040586245772267215
2020-01-24,79.3605308889795,4,0.0013173620372619599
2020-01-31,76.96660537018336,4,-0.05068181818181805
2020-02-07,87.67277227368825,4,-0.030165190327986702
2020-02-14,89.34472025506967,4,0.13910145643051108
2020-02-21,90.20919335907938,4,0.019070321811680557
2020-02-28,81.42196675238725,4,0.009675704412546393
2020-03-06,84.37637483312375,4,-0.09740943555181136
2020-03-13,81.09897680143858,4,0.03628514759071311
2020-03-20,65.37696595378941,4,-0.03884260301733833
2020-03-27,69.03435216306129,4,-0.19386201241654
2020-04-03,69.699331473838,4,0.055943039814007944
2020-04-17,80.41401491500139,4,0.009632585661208504
2020-04-24,80.5489215907126,4,0.15372720533460504
2020-05-01,79.82620725654542,4,0.0016776512881966354
2020-05-08,80.90546066223506,4,-0.008972365115444414
2020-05-15,87.40988966973967,4,0.013520038628681563
2020-05-22,88.7493202357295,4,0.08039542639352071
2020-05-29,89.29858312969655,4,0.015323558593319353
2020-06-05,90.43565368211958,4,0.006188925081433316
2020-06-12,89.09622311612974,4,0.012733354915290818
2020-06-19,93.19160434307709,4,-0.014810868407032607
2020-06-26,92.63270525798781,4,0.04596582305861996
2020-07-10,92.18211696111237,4,-0.005997311549994833
2020-07-17,98.32132693737049,4,-0.004864246333090683
2020-07-24,94.6938813734806,4,0.066598708932319
2020-07-31,92.54861786795428,4,-0.03689378161261525
2020-08-07,90.60812951522827,4,-0.02265472144990255
2020-08-14,92.70463703199258,4,-0.02096723211463447
2020-08-21,92.49986187919235,4,0.023138183383555555
2020-08-28,91.82702923427729,4,-0.0022088987062163223
2020-09-04,89.58425375122707,4,-0.007273877292852671
2020-09-11,87.46824383895796,4,-0.024423914197727714
2020-09-18,87.86804294680604,4,-0.023620333079351297
2020-09-25,84.08457821887788,4,0.004570791527313212
2020-10-02,83.97731504360156,4,-0.04305848407501933
2020-10-09,85.51800428847953,4,-0.001275658123622847
2020-10-16,85.27689807845567,4,0.018346493265211317
2020-10-23,83.3691153812096,4,-0.0028193619814902426
2020-10-30,84.12036659877798,4,-0.02237162397125303
2020-11-06,91.7811520410874,4,0.009011145364002493
2020-11-13,97.89989551049324,4,0.09106933019976537
2020-11-20,99.67917470999735,4,0.06666666666666687
2020-11-27,103.68255290888159,4,0.01817447495961222
2020-12-04,106.0450402904454,4,0.04016263387544594
2020-12-11,105.1158611529266,4,0.022785775574411415
2020-12-18,103.24761799344726,4,-0.008762117822520343
2021-01-08,106.03515540600372,4,-0.017773180364867525
2021-01-15,110.52,4,0.026998563906175388
2021-01-22,110.86,4,0.04229582704739765
2021-01-29,102.48,4,0.0030763662685486803
2021-02-05,108.73,4,-0.07559083528775024
2021-02-12,104.44,4,0.06098750975800149
2021-02-19,105.01,4,-0.03945553205187169
2021-02-26,107.74,4,0.005457679050172359
2021-03-05,106.7,4,0.025997524045328957
2021-03-12,108.22,4,-0.009652868015593064
2021-03-19,103.42,4,0.014245548266166752
